Threat ID,Threat Name,Domain Code,Domain Name,Init Actor Code,Init Actor Name,Mec 1 Code,Mec 1 Name,Mec 2 Code,Mec 2 Name,Mec 3 Code,Mec 3 Name,Intent Code,Intent Name,Vis Code,Vis Name,Sev Code,Sev Name,Original Description,Analyst Notes
TH-0176,Third-Party Diplomatic Sabotage,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-109,Influence Campaign,,,INT-12,Isolate,VIS-02,Covert,SEV-2,Low,مداخله خارجی و کارشکنی در روابط دوجانبه...,Third-party sabotage of bilateral relations.
TH-0177,Border Conflict & Violence,DOM-05,Military,ACT-03,دشمن,MEC-407,Border Provocation,MEC-502,Sabotage,,,INT-01,Destabilize,VIS-01,Overt,SEV-3,Moderate,اختلاف و خشونت مرزی,Border conflicts and violence.
TH-0178,Diplomatic Isolation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-306,Trade Restriction,,,INT-12,Isolate,VIS-01,Overt,SEV-4,High,منزوی کردن و قطع روابط دیپلماتیک,Isolating and severing diplomatic relations.
TH-0179,Diplomatic Coercion,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-404,Legal Manipulation,,,INT-07,Intimidate,VIS-01,Overt,SEV-5,Severe,اعمال فشارهای دیپلماتیک,Diplomatic pressures.
TH-0180,Inter-Religious Division,DOM-04,Social,ACT-03,دشمن,MEC-602,Identity Manipulation,MEC-109,Influence Campaign,,,INT-04,Divide,VIS-03,Mixed,SEV-6,Critical,ایجاد تفرقه بین کشورها با ادیان یکسان,Creating division between countries sharing the same religion.
TH-0181,Hostile International Forum Support,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-401,Diplomatic Pressure,MEC-403,Institutional Capture,INT-12,Isolate,VIS-01,Overt,SEV-1,Minimal,حمایت از سازوکارهای برخورد در مجامع بین‌المللی توسط دشمنان,Supporting confrontation mechanisms in international forums.
TH-0182,Co-optive International Agreements,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-305,Investment Influence,,,INT-03,Control,VIS-01,Overt,SEV-2,Low,انعقاد تفاهم‌نامه‌های بین کشورها,Concluding international memorandums (co-optive).
TH-0183,Hybrid Threat Awareness Gap,DOM-01,Information & Cognitive,ACT-01,خودی,MEC-108,Information Suppression,,,,,INT-11,Exhaust,VIS-02,Covert,SEV-3,Moderate,عدم آگاهی مردم جامعه از تهدیدات ترکیبی,Lack of public awareness regarding hybrid threats.
TH-0184,Hostile Lifestyle Promotion,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-109,Influence Campaign,,,INT-02,Influence,VIS-01,Overt,SEV-4,High,ترویج سبک زندگی مد نظر کشورهای متخاصم در یک کشور هدف,Promoting a foreign-desired lifestyle in a target country.
TH-0185,Lifestyle Mimicry Subversion,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,,,,,INT-02,Influence,VIS-01,Overt,SEV-5,Severe,تقلید از سبک‌های زندگی مد نظر کشورهای متخاصم,Mimicry of lifestyles desired by hostile states.
TH-0186,Drug Trafficking (Social Destabilization),DOM-04,Social,ACT-03,دشمن,MEC-502,Sabotage,MEC-601,Social Polarization,MEC-308,Subversion Funding,INT-01,Destabilize,VIS-02,Covert,SEV-6,Critical,قاچاق مواد مخدر,Drug trafficking.
TH-0187,Systemic Social Disorder,DOM-04,Social,ACT-03,دشمن,MEC-606,Violence & Riot Incitement,MEC-502,Sabotage,,,INT-01,Destabilize,VIS-02,Covert,SEV-1,Minimal,جنایت فراگیر و بی‌نظمی گسترده,Widespread crime and disorder.
TH-0188,Ethnic Conflict Incitement,DOM-04,Social,ACT-03,دشمن,MEC-601,Social Polarization,MEC-602,Identity Manipulation,MEC-606,Violence & Riot Incitement,INT-04,Divide,VIS-02,Covert,SEV-2,Low,ایجاد و تشدید اختلافات قومی,Creating and exacerbating ethnic conflicts.
TH-0189,Systemic Corruption Propagation,DOM-04,Social,ACT-03,دشمن,MEC-308,Subversion Funding,MEC-403,Institutional Capture,,,INT-01,Destabilize,VIS-02,Covert,SEV-3,Moderate,رواج فساد,Spread of corruption.
TH-0190,NGO Subversive Operations,DOM-04,Social,ACT-04,نامعلوم,MEC-308,Subversion Funding,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,اقدامات مخرب سازمان‌های مردم‌نهاد و NGOها,Destructive actions by NGOs.
TH-0191,Inter-Group Violence,DOM-04,Social,ACT-02,دوست,MEC-606,Violence & Riot Incitement,MEC-601,Social Polarization,,,INT-01,Destabilize,VIS-01,Overt,SEV-5,Severe,خشونت بین‌جمعی,Inter-group violence.
TH-0192,Social Norm Deconstruction,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-109,Influence Campaign,MEC-104,Narrative Manipulation,INT-04,Divide,VIS-01,Overt,SEV-6,Critical,کشف حجاب,Deconstruction of social norms (e.g. forced unveiling).
TH-0193,Social Vulnerability Weaponization,DOM-04,Social,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-104,Narrative Manipulation,,,INT-01,Destabilize,VIS-02,Covert,SEV-1,Minimal,بهره‌گیری از آسیب‌های اجتماعی توسط دشمنان...,Weaponizing social vulnerabilities and highlighting societal flaws.
TH-0194,Public Trust Erosion,DOM-04,Social,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-102,Disinformation,,,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,ایجاد شکاف و تضعیف اعتماد عمومی و اجتماعی,Creating divides and weakening public/social trust.
TH-0195,Autonomy Disinformation Schemes,DOM-04,Social,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-602,Identity Manipulation,MEC-610,Separatist Incitement,INT-04,Divide,VIS-02,Covert,SEV-3,Moderate,طرح‌های خودمختاری ارائه شده توسط دشمن...,Autonomy schemes offered by enemies to specific regions.
TH-0196,Drug Addiction Epidemic,DOM-04,Social,ACT-03,دشمن,MEC-502,Sabotage,MEC-601,Social Polarization,MEC-609,Public Health Degradation,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,اعتیاد به مواد مخدر,Drug addiction epidemic.
TH-0197,Grassroots Disinformation,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-103,Misinformation,MEC-102,Disinformation,,,INT-05,Deceive,VIS-01,Overt,SEV-5,Severe,دروغ‌پراکنی، اطلاعات نادرست و پروپاگاندا توسط افراد یک جامعه,Disinformation/propaganda disseminated by individuals within society.
TH-0198,Human Trafficking Subversion,DOM-04,Social,ACT-03,دشمن,MEC-502,Sabotage,MEC-308,Subversion Funding,,,INT-01,Destabilize,VIS-02,Covert,SEV-6,Critical,قاچاق انسان,Human trafficking.
TH-0199,Cultural Value Mockery,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-109,Influence Campaign,MEC-111,Character Assassination,INT-04,Divide,VIS-01,Overt,SEV-1,Minimal,تقلید تمسخرآمیز (تغییر شکل عامدانه) از ارزش‌های مورد احترام...,Mocking valued societal norms/values.
TH-0200,Domestic Family Tension Incitement,DOM-04,Social,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-601,Social Polarization,,,INT-04,Divide,VIS-02,Covert,SEV-2,Low,ایجاد تنش میان خانواده‌ها,Creating tension between families.
TH-0201,Terror-Induced Coercion,DOM-04,Social,ACT-03,دشمن,MEC-606,Violence & Riot Incitement,MEC-105,Psychological Operations,,,INT-07,Intimidate,VIS-01,Overt,SEV-3,Moderate,مجبور کردن مردم به انجام اقداماتی از طریق ایجاد رعب و وحشت...,Forcing compliance via terror.
TH-0202,Psychological Affect Manipulation,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-104,Narrative Manipulation,,,INT-07,Intimidate,VIS-02,Covert,SEV-4,High,دستکاری احساسات مردم؛ القای فضای ترس، ناامیدی و وحشت,Manipulating public emotions (inducing fear/despair).
TH-0203,Mass Panic Incitement,DOM-04,Social,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-109,Influence Campaign,,,INT-07,Intimidate,VIS-01,Overt,SEV-5,Severe,برانگیختن هراس جمعی,Inciting mass panic.
TH-0204,Direct Verbal Agitation,DOM-04,Social,ACT-02,دوست,MEC-604,Protest Mobilization,MEC-110,Rumor Propagation,,,INT-02,Influence,VIS-01,Overt,SEV-6,Critical,تماس مستقیم با مردم در خیابان و انتقال شفاهی پیام,Direct street-level verbal agitation.
TH-0205,Protest Rally Agitation,DOM-04,Social,ACT-02,دوست,MEC-604,Protest Mobilization,MEC-606,Violence & Riot Incitement,,,INT-01,Destabilize,VIS-01,Overt,SEV-1,Minimal,سخنرانی در تجمعات یا تظاهرات,Agitation at rallies/protests.
TH-0206,Manufactured Discrimination Grievance,DOM-04,Social,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-602,Identity Manipulation,MEC-601,Social Polarization,INT-04,Divide,VIS-02,Covert,SEV-2,Low,متقاعد کردن مردم محلی توسط دشمن...,Convincing locals they face discrimination.
TH-0207,Racial Prejudice Amplification,DOM-04,Social,ACT-03,دشمن,MEC-602,Identity Manipulation,MEC-601,Social Polarization,,,INT-04,Divide,VIS-01,Overt,SEV-3,Moderate,گسترش تعصبات نژادی,Spreading racial prejudices.
TH-0208,Ideological Conflict,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-602,Identity Manipulation,,,INT-04,Divide,VIS-01,Overt,SEV-4,High,مخاصمات ایدئولوژیکی,Ideological conflicts.
TH-0209,Political Party Ideological Infiltration,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-109,Influence Campaign,MEC-402,Election Interference,INT-03,Control,VIS-02,Covert,SEV-5,Severe,نفوذ احزاب و جنبش‌های سیاسی بر مردم,Infiltration of political parties/movements.
TH-0210,Religious Suspicion Propagation,DOM-04,Social,ACT-03,دشمن,MEC-102,Disinformation,MEC-112,Demoralization,,,INT-04,Divide,VIS-02,Covert,SEV-6,Critical,شبهه‌پراکنی‌های مذهبی و اعتقادی,Spreading religious/belief suspicions.
TH-0211,Religious Sectarianism Engineering,DOM-04,Social,ACT-03,دشمن,MEC-602,Identity Manipulation,MEC-601,Social Polarization,,,INT-04,Divide,VIS-02,Covert,SEV-1,Minimal,فرقه‌سازی‌های مذهبی,Religious sectarianism engineering.
TH-0212,Emergent/Apostate Religion Creation,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-602,Identity Manipulation,MEC-601,Social Polarization,INT-04,Divide,VIS-02,Covert,SEV-2,Low,ایجاد ادیان نوظهور و مرتد,Creation of emergent/apostate religions.
TH-0213,Hostile Ideological Promotion (e.g. American Islam),DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-109,Influence Campaign,MEC-608,Extremist Radicalization,INT-02,Influence,VIS-02,Covert,SEV-3,Moderate,ترویج اسلام آمریکایی,Promoting foreign-desired religious interpretations.
TH-0214,Religious Institution Abandonment,DOM-04,Social,ACT-03,دشمن,MEC-112,Demoralization,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-01,Overt,SEV-4,High,دوری از اماکن مذهبی (مانند مساجد),Abandonment of religious places.
TH-0215,Anti-Morality Hubs,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,,,,,INT-01,Destabilize,VIS-02,Covert,SEV-5,Severe,کانون‌های ضد معنویت و اخلاق,Anti-morality/spirituality hubs.
TH-0216,Official Value Abandonment,DOM-03,Political & Diplomatic,ACT-01,خودی,MEC-309,Policy Sabotage,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-01,Overt,SEV-6,Critical,رویگردانی مسئولان از ارزش‌های دینی,Officials abandoning religious values.
TH-0217,Educational Value Neglect,DOM-04,Social,ACT-01,خودی,MEC-309,Policy Sabotage,,,,,INT-11,Exhaust,VIS-01,Overt,SEV-1,Minimal,عدم آموزش کافی و یادگیری صحیح مفاهیم مذهبی...,Neglecting religious education in schools/universities.
TH-0218,Revolutionary/Religious Value Destruction,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-112,Demoralization,,,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,تخریب ارزش‌های انقلابی و دینی,Destruction of revolutionary and religious values.
TH-0219,Religious Discord Intensification,DOM-04,Social,ACT-03,دشمن,MEC-601,Social Polarization,MEC-602,Identity Manipulation,MEC-105,Psychological Operations,INT-04,Divide,VIS-02,Covert,SEV-3,Moderate,ایجاد و تشدید اختلافات مذهبی,Intensifying religious conflicts.
TH-0220,Social/Mystical Deviance,DOM-04,Social,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-602,Identity Manipulation,MEC-112,Demoralization,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,انحرافات اجتماعی و عرفان‌های کاذب,Social deviance and false mysticism.
TH-0221,Espionage (General),DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-503,Espionage,,,,,INT-08,Steal,VIS-02,Covert,SEV-5,Severe,جاسوسی,General espionage activities.
TH-0222,Intelligence Sharing Agreements,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-503,Espionage,,,INT-02,Influence,VIS-02,Covert,SEV-6,Critical,توافق کشورها برای اشتراک‌گذاری اطلاعات,Agreements between hostile states to share intelligence.
TH-0223,Vulnerability Data Collection,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-503,Espionage,MEC-207,Data Harvesting & Microtargeting,,,INT-08,Steal,VIS-02,Covert,SEV-1,Minimal,جمع‌آوری اطلاعات در مورد آسیب‌پذیری‌ها از مردم...,Collecting vulnerability data from population.
TH-0224,Real-Time Data Access,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-203,Data Exfiltration,MEC-201,Cyber Intrusion,MEC-207,Data Harvesting & Microtargeting,INT-08,Steal,VIS-02,Covert,SEV-2,Low,دسترسی به اطلاعات به‌روز کشور توسط دشمن,Enemy access to real-time national data.
TH-0225,Coercive Bargaining Espionage,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-503,Espionage,MEC-401,Diplomatic Pressure,MEC-302,Market Manipulation,INT-07,Intimidate,VIS-02,Covert,SEV-3,Moderate,جاسوسی و جمع‌آوری اطلاعات به صورت مخفیانه...,Clandestine espionage for coercive bargaining advantage.
TH-0226,Fifth Column Development,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-109,Influence Campaign,MEC-507,Proxy Warfare Support,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,پرورش گروهی از افراد به عنوان ستون پنجم,Developing a fifth column.
TH-0227,Massive Information Infiltration,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-101,Propaganda,,,INT-02,Influence,VIS-02,Covert,SEV-5,Severe,عملیات گسترده نفوذ اطلاعاتی,Extensive information influence operations.
TH-0228,Spy Cover Exchange,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-503,Espionage,MEC-401,Diplomatic Pressure,MEC-205,Credential Theft,INT-05,Deceive,VIS-02,Covert,SEV-6,Critical,مبادله دو جانبه با هدف پوششی برای جاسوسی,Bilateral exchanges used as a cover for espionage.
TH-0229,Arms Race & Deterrence Manipulation,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-105,Psychological Operations,MEC-309,Policy Sabotage,INT-07,Intimidate,VIS-01,Overt,SEV-1,Minimal,رقابت تسلیحاتی و وضعیت بازدارندگی...,Arms race manipulation and force projection.
TH-0230,Hostile Military Alliances,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-401,Diplomatic Pressure,MEC-506,Undeclared Gray-Zone Action,INT-12,Isolate,VIS-01,Overt,SEV-2,Low,متحدین نظامی یک کشور,Hostile military alliances.
TH-0231,Military Rumor Mongering,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-110,Rumor Propagation,MEC-102,Disinformation,,,INT-07,Intimidate,VIS-02,Covert,SEV-3,Moderate,شایعه‌پراکنی در مورد تسلیحات نظامی,Spreading rumors about military capabilities.
TH-0232,Army Defamation (Terrorist Support Accusation),DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-111,Character Assassination,,,INT-01,Destabilize,VIS-01,Overt,SEV-4,High,بدنام نشان دادن ارتش...,Defaming the military as supporting terrorists.
TH-0233,Army Diplomatic Sabotage Blame,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-401,Diplomatic Pressure,,,INT-01,Destabilize,VIS-01,Overt,SEV-5,Severe,مقصر جلوه دادن ارتش یک کشور...,Blaming the army for diplomatic failures.
TH-0234,Terrorist Attacks,DOM-05,Military,ACT-03,دشمن,MEC-502,Sabotage,MEC-606,Violence & Riot Incitement,,,INT-09,Destroy,VIS-01,Overt,SEV-6,Critical,حملات تروریستی,Terrorist attacks.
TH-0235,Massive Military Exercises (Intimidation),DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-105,Psychological Operations,MEC-407,Border Provocation,INT-07,Intimidate,VIS-01,Overt,SEV-1,Minimal,رزمایش عظیم نظامی,Massive military exercises.
TH-0236,Joint Military Exercises (Hostile),DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-401,Diplomatic Pressure,MEC-105,Psychological Operations,INT-07,Intimidate,VIS-01,Overt,SEV-2,Low,رزمایش مشترک کشورها,Joint hostile military exercises.
TH-0237,Military Personnel/Family Targeting,DOM-05,Military,ACT-03,دشمن,MEC-502,Sabotage,MEC-105,Psychological Operations,,,INT-07,Intimidate,VIS-02,Covert,SEV-3,Moderate,جنایت علیه ارتش یک کشور و خانواده‌هایشان,Crimes against military personnel and their families.
TH-0238,Guerrilla Warfare Operations,DOM-05,Military,ACT-02,دوست,MEC-502,Sabotage,MEC-507,Proxy Warfare Support,,,INT-09,Destroy,VIS-02,Covert,SEV-4,High,اقدامات چریکی,Guerrilla operations.
TH-0239,Guerrilla Funding (Transnational),DOM-05,Military,ACT-03,دشمن,MEC-308,Subversion Funding,MEC-507,Proxy Warfare Support,,,INT-09,Destroy,VIS-02,Covert,SEV-5,Severe,تأمین سرمایه چریک‌ها...,Funding guerrillas via global criminal networks.
TH-0240,Border Military Buildup,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-407,Border Provocation,,,INT-07,Intimidate,VIS-01,Overt,SEV-6,Critical,افزایش حضور نیروهای نظامی دشمن در نزدیکی مرزها...,Border military buildup.
TH-0241,Oil Platform Military Base Rental,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-307,Strategic Asset Acquisition,,,INT-03,Control,VIS-02,Covert,SEV-1,Minimal,اجاره سکوهای نفتی...,Renting oil platforms as military patrol bases.
TH-0242,Hostile Military Investment Expansion,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-305,Investment Influence,,,INT-07,Intimidate,VIS-01,Overt,SEV-2,Low,افزایش سرمایه‌گذاری در حوزه نظامی...,Hostile military investment expansion.
TH-0243,Private-Public Military Participation,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-406,International Forum Manipulation,MEC-308,Subversion Funding,INT-02,Influence,VIS-01,Overt,SEV-3,Moderate,توسعه مشارکت‌های دولتی و خصوصی برخی سازمان‌ها مانند ناتو,NATO-like public-private military participation development.
TH-0244,Provocative Border Maneuvers,DOM-05,Military,ACT-03,دشمن,MEC-407,Border Provocation,MEC-504,Force Projection,,,INT-07,Intimidate,VIS-01,Overt,SEV-4,High,تمرینات و مانورهای نظامی در نزدیکی مرز کشورها,Border-adjacent military maneuvers.
TH-0245,Military Intimidation/Power Projection,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-105,Psychological Operations,,,INT-07,Intimidate,VIS-01,Overt,SEV-5,Severe,اقدامات نظامی به منظور ارعاب...,Military actions for intimidation/power projection.
TH-0246,Consulate Military Attack,DOM-05,Military,ACT-03,دشمن,MEC-501,Kinetic Strike,MEC-502,Sabotage,,,INT-09,Destroy,VIS-01,Overt,SEV-6,Critical,حمله نظامی به کنسولگری‌ها,Military strike on consulates.
TH-0247,Military Leader Assassination,DOM-05,Military,ACT-03,دشمن,MEC-501,Kinetic Strike,MEC-503,Espionage,,,INT-09,Destroy,VIS-02,Covert,SEV-1,Minimal,ترور شخصیت‌ها و مقامات نظامی,Assassination of military figures/leaders.
TH-0248,Undeclared Gray-Zone Warfare,DOM-05,Military,ACT-03,دشمن,MEC-506,Undeclared Gray-Zone Action,MEC-504,Force Projection,,,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,عدم اعلام جنگ توسط یک کشور...,Undeclared warfare (gray-zone).
TH-0249,Security/Defense Vulnerability Exploitation,DOM-05,Military,ACT-03,دشمن,MEC-503,Espionage,MEC-201,Cyber Intrusion,,,INT-10,Exploit,VIS-02,Covert,SEV-3,Moderate,تلاش دشمن برای ایجاد آسیب‌پذیری...,Hostile attempts to create defense/security vulnerabilities.
TH-0250,Defense Personnel Incitement,DOM-05,Military,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,تحریک احساسات کارکنان امنیتی و دفاعی,Inciting emotions of security/defense personnel.
TH-0251,Military/Civilian Force Infiltration,DOM-05,Military,ACT-03,دشمن,MEC-503,Espionage,MEC-403,Institutional Capture,,,INT-03,Control,VIS-02,Covert,SEV-5,Severe,افزایش نفوذ در بین نیروهای لشکری و کشوری,Increased infiltration of military/civilian forces.
TH-0252,Equipment Update Obstruction,DOM-05,Military,ACT-03,دشمن,MEC-309,Policy Sabotage,MEC-404,Legal Manipulation,,,INT-06,Delay,VIS-02,Covert,SEV-6,Critical,ایجاد موانع و جلوگیری از توسعه و به‌روزرسانی...,Creating obstacles/preventing military equipment development/updates.
TH-0253,Military-Industrial Firm Infiltration,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-203,Data Exfiltration,MEC-503,Espionage,MEC-403,Institutional Capture,INT-08,Steal,VIS-02,Covert,SEV-1,Minimal,نفوذ بر شرکت‌های خصوصی با حوزه فعالیت نظامی,Infiltrating private military-industrial firms.
TH-0254,Defense Infrastructure Infiltration,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-201,Cyber Intrusion,MEC-503,Espionage,,,INT-09,Destroy,VIS-02,Covert,SEV-2,Low,نفوذ بر زیرساخت‌های دفاعی و امنیتی,Infiltrating defense/security infrastructure.
TH-0255,Minority-Pretext Intervention,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-504,Force Projection,MEC-401,Diplomatic Pressure,,,INT-03,Control,VIS-01,Overt,SEV-3,Moderate,مداخله نظامی یک کشور به بهانه حمایت از اقلیت‌های آن,Military intervention under pretext of protecting minorities.
TH-0256,Border-Adjacent Militant Training,DOM-05,Military,ACT-02,دوست,MEC-507,Proxy Warfare Support,MEC-502,Sabotage,,,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,آموزش شبه‌نظامیان در نزدیکی مرزها,Training militants near borders.
TH-0257,Maritime Conflict,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-401,Diplomatic Pressure,MEC-304,Resource Denial,INT-07,Intimidate,VIS-01,Overt,SEV-5,Severe,مناقشات دریایی,Maritime conflicts.
TH-0258,Saboteur Group Utilization,DOM-05,Military,ACT-03,دشمن,MEC-502,Sabotage,MEC-507,Proxy Warfare Support,,,INT-09,Destroy,VIS-02,Covert,SEV-6,Critical,استفاده از گروه‌های خرابکار...,Using saboteur groups in military/non-military facilities.
TH-0259,Military Reinforcement Legislation,DOM-05,Military,ACT-01,خودی,MEC-404,Legal Manipulation,MEC-504,Force Projection,,,INT-02,Influence,VIS-01,Overt,SEV-1,Minimal,تصویب قوانین در یک کشور برای حمایت از نیروهای نظامی آن...,Legislating military reinforcement/support.
TH-0260,Foreign Military Advisor Hiring,DOM-05,Military,ACT-03,دشمن,MEC-507,Proxy Warfare Support,MEC-503,Espionage,,,INT-03,Control,VIS-02,Covert,SEV-2,Low,استخدام مشاوران نظامی از سایر کشورها,Hiring foreign military advisors (as infiltration/control).
TH-0261,Hostile Joint Military Task Force,DOM-05,Military,ACT-03,دشمن,MEC-504,Force Projection,MEC-406,International Forum Manipulation,MEC-507,Proxy Warfare Support,INT-03,Control,VIS-01,Overt,SEV-3,Moderate,ایجاد کارگروه مشترک نظامی...,Creating joint military task force with entities (e.g. NATO).
TH-0262,Long-Term Security Pacts,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-504,Force Projection,MEC-507,Proxy Warfare Support,INT-03,Control,VIS-01,Overt,SEV-4,High,انعقاد پیمان‌های امنیتی و نظامی بلندمدت...,Concluding long-term security/military pacts.
TH-0263,Military Threat Cognitive Warfare,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-104,Narrative Manipulation,MEC-504,Force Projection,INT-07,Intimidate,VIS-01,Overt,SEV-5,Severe,بیان تهدید نظامی؛ جنگ شناختی مؤثر...,Effective cognitive warfare through military threat statements.
TH-0264,Military-Political Strategy Gap,DOM-05,Military,ACT-01,خودی,MEC-309,Policy Sabotage,,,,,INT-01,Destabilize,VIS-01,Overt,SEV-6,Critical,شکاف بین راهبردهای نظامی و سیاسی کشور,Gap between national military and political strategies.
TH-0265,Arms Export Sanctions,DOM-02,Economic,ACT-03,دشمن,MEC-301,Economic Sanctions,MEC-306,Trade Restriction,MEC-309,Policy Sabotage,INT-06,Delay,VIS-01,Overt,SEV-1,Minimal,تحریم صدور تسلیحات نظامی,Arms export sanctions.
TH-0266,Technology Dependency,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-309,Policy Sabotage,,,,,INT-11,Exhaust,VIS-01,Overt,SEV-2,Low,وابستگی به فناوری,Technological dependency.
TH-0267,Tech Supplier Espionage,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-503,Espionage,MEC-206,Supply Chain Compromise,,,INT-08,Steal,VIS-02,Covert,SEV-3,Moderate,جاسوسی شرکت‌های فناورانه...,Espionage by tech companies in the supply chain.
TH-0268,Academic Despair Narrative,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-112,Demoralization,MEC-109,Influence Campaign,,,INT-11,Exhaust,VIS-01,Overt,SEV-4,High,روایت ناامیدی و برجسته کردن اقدامات یک کشور...,Narrative of despair highlighting negative aspects in scientific publications.
TH-0269,Neutral-Seeming Ideological Bias,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-104,Narrative Manipulation,,,INT-02,Influence,VIS-02,Covert,SEV-5,Severe,هدایت انتشارات و تحلیل‌های علمی به سمت مفاهیمی...,Directing scientific publications to subtly biased concepts.
TH-0270,IP Theft (Tech),DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-203,Data Exfiltration,MEC-201,Cyber Intrusion,,,INT-08,Steal,VIS-02,Covert,SEV-6,Critical,دزدی مالکیت معنوی برای توسعه فناوری...,Intellectual property theft for tech development.
TH-0271,Academic/Scientific Infiltration,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-503,Espionage,MEC-109,Influence Campaign,,,INT-02,Influence,VIS-02,Covert,SEV-1,Minimal,نفوذ در محافل دانشگاهی و علمی,Infiltrating academic/scientific circles.
TH-0272,AI Deepfake/Content Generation,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-106,Deepfake Distribution,MEC-102,Disinformation,MEC-104,Narrative Manipulation,INT-05,Deceive,VIS-02,Covert,SEV-2,Low,استفاده از هوش مصنوعی برای تولید محتوا و جعل عمیق,Using AI for content production and deepfakes.
